grid_id,n_landslides,total_area_m2,mean_compactness,density_km2,HLD_norm,MAG_norm,CHAN_norm,LS_LRSI,risk_class
7_8,1.0,5152.133932690693,0.38990068986073106,1.0,0.02127659574422816,0.7562830405222991,0.6659336441917041,37.07099388671446,High
7_9,1.0,6301.466027413647,0.2953898228804459,1.0,0.02127659574422816,0.7740975403090479,0.7876516236493822,40.039788469470494,High
7_10,5.0,26249.414170872744,0.5273403984349638,5.0,0.10638297872114079,0.9003376671011433,0.4889287752341761,42.107854453774856,High
7_11,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
7_12,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
7_13,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
7_14,3.0,6946.468200265217,0.6097078832934192,3.0,0.06382978723268448,0.7827188491348349,0.3828499278983092,34.33005339364546,High
7_15,4.0,16182.048135915531,0.48020598502510436,4.0,0.08510638297691264,0.8575376311930164,0.5496319064875137,40.9740862143864,High
7_16,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
7_17,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_1,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_2,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_4,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_5,4.0,6932.933977314105,0.6388498248659612,4.0,0.08510638297691264,0.7825463120440486,0.3453188125989073,34.63808476214523,High
8_6,4.0,9513.539559336527,0.4524778854489777,4.0,0.08510638297691264,0.8105413002801733,0.5853421730678792,40.27840161860842,High
8_7,1.0,2447.549453586911,0.5962142425420338,1.0,0.02127659574422816,0.6904431555244305,0.4002280214473719,29.781684881891763,Medium
8_8,2.0,2899.699331865494,0.6048185682086356,2.0,0.04255319148845632,0.7054368781226878,0.3891467440430172,31.073700798963795,Medium
8_9,4.0,7631.9994621197675,0.5308062940091702,4.0,0.08510638297691264,0.7910452723130779,0.48446514242894834,37.675980166816935,High
8_10,5.0,38570.39045003662,0.5191013779573739,5.0,0.10638297872114079,0.9343879090547652,0.4995395860042421,43.34157792778483,Very High
8_11,3.0,1232.9630585400685,0.806349045301786,3.0,0.06382978723268448,0.6298099159594105,0.12960111448025946,24.67780913002173,Medium
8_12,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_13,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_14,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_15,4.0,6613.843712379496,0.5880233607167793,4.0,0.08510638297691264,0.7783778476502353,0.41077683575413904,35.82219129343547,High
8_16,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
8_17,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
9_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
9_1,2.0,11703.78254570132,0.35603056970765434,2.0,0.04255319148845632,0.8288725747711526,0.7095540523071142,41.184917863699674,High
9_2,1.0,1471.0301355860943,0.8491489053234463,1.0,0.02127659574422816,0.645419065837682,0.07448033684529554,21.916008499247777,Medium
9_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
9_4,1.0,9392.37118729325,0.5918327049092531,1.0,0.02127659574422816,0.8094072455394178,0.4058708847986423,33.46346484936679,High
9_5,7.0,55861.87920040657,0.6013533206502235,7.0,0.14893617020959712,0.9671604985198755,0.3936095422862981,44.33381431180209,Very High
9_6,20.0,50581.98982992025,0.629972281897188,20.0,0.42553191488456316,0.9583756373358933,0.3567519591484273,57.1629040472735,Very High
9_7,1.0,1163.4225423415253,0.7007650957458212,1.0,0.02127659574422816,0.6246774864525492,0.26557981633466365,25.115750707481155,Medium
9_8,6.0,8464.794518553177,0.5697163104814489,6.0,0.12765957446536896,0.8002077933223827,0.4343539886855522,39.07629229665097,High
9_9,7.0,16906.88614212428,0.5136617916790782,7.0,0.14893617020959712,0.8614145235702229,0.5065450814783019,43.42014584715258,Very High
9_10,3.0,8203.870994944436,0.5629989231122073,3.0,0.06382978723268448,0.7974378039146296,0.44300512949022985,35.97472606887771,High
9_11,8.0,2768.4737062832755,0.8054305689998658,8.0,0.17021276595382528,0.7013406678919846,0.13078399517135297,32.16653823787786,Medium
9_12,7.0,6937.905292826106,0.5778126593555349,7.0,0.14893617020959712,0.7826097265093709,0.42392692079986904,39.40363872175837,High
9_13,15.0,12096.69819542789,0.6785313885077875,15.0,0.3191489361634224,0.8317940277482221,0.2942140042046314,46.79554772471041,Very High
9_14,1.0,765.5930386143884,0.4749174050347812,1.0,0.02127659574422816,0.5876900626439576,0.556442925063364,29.823390167797413,Medium
9_15,1.0,3135.9285922158883,0.39837168185075256,1.0,0.02127659574422816,0.7123642970183643,0.6550240836091874,35.53524036994609,High
9_16,1.0,959.4573674538777,0.6168435216426024,1.0,0.02127659574422816,0.6076385226831436,0.37366013301277,26.766188127961115,Medium
9_17,1.0,2513.7287384629776,0.7214052950699474,1.0,0.02127659574422816,0.6928028812945628,0.23899786404064394,26.62787350686117,Medium
10_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
10_1,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
10_2,2.0,19467.82856263577,0.5642602030282027,2.0,0.04255319148845632,0.8738934642254377,0.4413807613322537,37.17207872783102,High
10_3,1.0,7283.6429359042795,0.34543893112829344,1.0,0.02127659574422816,0.7869120852248497,0.7231947360529816,39.13508706501653,High
10_4,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
10_5,7.0,8656.739452693486,0.6615930153092341,7.0,0.14893617020959712,0.8021915289335212,0.316028475142223,37.833123881329946,High
10_6,2.0,4712.577454070461,0.7393000084106576,2.0,0.04255319148845632,0.7483942184675284,0.21595174860018418,28.898521100452353,Medium
